Lactose,Whey central,Whey west,Whey east,NDPSR whey avg,CME whey avg,NDPSR NFDM,34p WPC,Nonfat west,Nonfat central east,Sweet cream buttermilk central,AA butter,Cheese 40 blocks,Cheese barrel,Delac,Start_interval
0.175,0.2425,0.27125,0.2563,0.2465,0.34246000000000004,0.9330599999999999,0.78,0.925,0.9525,0.9775,1.5825,1.474,1.441,0.37,2005-03-21
0.175,0.24625,0.2725,0.2563,0.2495,0.33506,0.9676600000000001,0.795,0.9275,0.9575,0.9775,1.55,1.5413,1.5069,0.37,2005-03-28
0.175,0.25,0.27375,0.26,0.2571,0.3381,0.9957600000000001,0.81,0.9325,0.9575,0.9875,1.5542,1.6175,1.5865,0.37,2005-04-04
0.18,0.25,0.27625,0.2625,0.2518,0.33730000000000004,1.00152,0.81,0.9325,0.9575,1.005,1.5575,1.595,1.553,0.36150000000000004,2005-04-11
0.18,0.25,0.2775,0.26375,0.2581,0.33826,0.9676600000000001,0.81,0.9325,0.9575,1.005,1.5217,1.574,1.51,0.37,2005-04-18
0.18,0.25,0.28,0.2638,0.2605,0.34696,0.9690999999999999,0.82,0.945,0.9575,1.005,1.4658,1.5295,1.451,0.3875,2005-04-25
0.18,0.25,0.28375,0.265,0.2602,0.34696000000000005,0.9345000000000001,0.84,0.945,0.965,1.005,1.4083,1.45,1.383,0.4225,2005-05-02
0.18,0.25,0.2838,0.265,0.2581,0.35486,0.93306,0.84,0.95,0.97,1.005,1.38,1.451,1.375,0.4225,2005-05-09
0.18,0.2525,0.2875,0.265,0.2599,0.35486,0.93306,0.85,0.9525,0.975,1.005,1.3817,1.444,1.389,0.4225,2005-05-16
0.18125,0.25625,0.28875,0.26625,0.2595,0.34696,0.9690999999999999,0.865,0.9425,0.98,1.005,1.4408,1.557,1.508,0.3875,2005-05-23
0.1813,0.25875,0.29,0.27,0.2621,0.34696,0.9345000000000001,0.88,0.94375,0.98,1.005,1.415,1.461,1.419,0.4225,2005-05-30
0.18625,0.25875,0.2925,0.27125,0.262,0.34696,0.9345000000000001,0.88,0.945,0.985,0.985,1.435,1.4925,1.4463,0.4225,2005-06-06
0.1875,0.2625,0.295,0.27125,0.2663,0.34696,0.9345000000000001,0.88,0.945,0.985,0.985,1.4392,1.498,1.4555,0.4225,2005-06-13
0.1875,0.2625,0.29625,0.27375,0.2693,0.34696000000000005,0.9344999999999999,0.89,0.94,0.985,0.985,1.4958,1.489,1.439,0.4225,2005-06-20
0.19,0.265,0.29875,0.2825,0.2718,0.32876000000000005,0.9812799999999999,0.895,0.93375,0.985,0.985,1.6075,1.503,1.451,0.4225,2005-06-27
0.19,0.2675,0.30125,0.2825,0.2696,0.33020000000000005,1.04232,0.9075,0.9275,0.985,0.995,1.6983,1.546,1.497,0.4225,2005-07-04
0.2,0.27,0.30375,0.28625,0.2718,0.32876000000000005,0.9812799999999999,0.9075,0.9275,0.985,1.0,1.6513,1.55,1.5075,0.4225,2005-07-11
0.2,0.2725,0.30625,0.2875,0.2785,0.32876000000000005,0.9812799999999999,0.91,0.9275,0.99,1.0,1.6275,1.55,1.5085,0.4225,2005-07-18
0.2,0.2725,0.31,0.28875,0.2804,0.33996000000000004,0.96196,0.9075,0.935,0.99,1.0,1.5933,1.4645,1.4265,0.4225,2005-07-25
0.2,0.2725,0.31,0.28875,0.2819,0.33996000000000004,0.96196,0.9075,0.9375,0.99,1.0,1.6008,1.45,1.428,0.4225,2005-08-01
0.2,0.2775,0.31,0.28875,0.2842,0.34686000000000006,0.9063399999999999,0.9075,0.9375,0.995,0.995,1.6508,1.3755,1.348,0.4225,2005-08-08
0.2,0.2825,0.31,0.29125,0.2854,0.33566,0.9433999999999999,0.90625,0.94875,0.9975,0.9975,1.6933,1.383,1.36,0.40876,2005-08-15
0.2,0.2825,0.31,0.295,0.2835,0.32876000000000005,0.9812799999999999,0.9,0.95,0.9975,0.9975,1.6883,1.4475,1.4495,0.4225,2005-08-22
0.2,0.29,0.31,0.29625,0.2894,0.32876000000000005,0.9812799999999999,0.8825,0.955,1.0025,0.9975,1.6958,1.4625,1.48,0.4225,2005-08-29
0.2025,0.29,0.315,0.30125,0.2897,0.32876000000000005,0.9812799999999999,0.8725,0.95375,1.0025,0.9975,1.705,1.486,1.484,0.4225,2005-09-05
0.2025,0.29,0.3175,0.30375,0.2924,0.32876000000000005,0.9812799999999999,0.8625,0.95625,1.0025,0.9975,1.69,1.5081,1.49,0.4225,2005-09-12
0.205,0.29,0.32125,0.30375,0.2942,0.33020000000000005,1.04232,0.8575,0.965,1.0025,0.9975,1.715,1.572,1.5075,0.4225,2005-09-19
0.205,0.29,0.3225,0.305,0.2863,0.33020000000000005,1.04232,0.8575,0.96625,1.0025,0.9975,1.7258,1.595,1.5105,0.4225,2005-09-26
0.205,0.29375,0.3225,0.305,0.2994,0.33020000000000005,1.04232,0.8525,0.97375,1.0025,0.9975,1.6625,1.595,1.456,0.4225,2005-10-03
0.2125,0.3,0.3225,0.295,0.2983,0.35602,0.9974399999999999,0.8525,0.98,1.005,0.9975,1.6392,1.4575,1.408,0.4085,2005-10-10
0.2125,0.3,0.32125,0.3125,0.304,0.35602,0.9974399999999999,0.8525,0.98875,1.02375,0.9975,1.6375,1.4295,1.3745,0.3955,2005-10-17
0.2175,0.3,0.3216,0.31625,0.3068,0.35602,0.9974399999999999,0.8525,0.9825,1.03125,0.9975,1.6358,1.4645,1.414,0.4085,2005-10-24
0.2175,0.3,0.32375,0.3175,0.3072,0.35602,0.9974399999999999,0.8525,0.985,1.0325,0.9975,1.5925,1.45,1.397,0.4085,2005-10-31
0.2175,0.3,0.32625,0.31875,0.3017,0.34686000000000006,0.9063399999999999,0.8475,1.00375,1.045,0.975,1.5017,1.37,1.3265,0.4225,2005-11-07
0.22,0.315,0.3275,0.31875,0.3069,0.34686,0.9063400000000001,0.8475,1.00125,1.0475,0.975,1.405,1.37,1.323,0.4225,2005-11-14
0.22,0.32,0.33,0.33,0.3095,0.34686,0.9063399999999999,0.8425,1.005,1.0475,0.975,1.4483,1.371,1.325,0.4225,2005-11-21
0.22,0.32,0.3325,0.335,0.31714,0.34686,0.9063400000000001,0.8375,1.0,1.0475,0.975,1.4013,1.3758,1.3467,0.4225,2005-11-28
0.22,0.32,0.3338,0.3375,0.3247,0.34686,0.9063400000000001,0.83,0.995,1.0475,0.95375,1.39,1.409,1.379,0.4225,2005-12-05
0.22,0.32,0.3375,0.3375,0.3214,0.34686,0.9063399999999999,0.825,0.985,1.0475,0.9325,1.37,1.429,1.3935,0.4225,2005-12-12
0.22,0.32,0.33875,0.33875,0.3232,0.34686,0.9063399999999999,0.815,0.9875,1.0425,0.9325,1.3658,1.431,1.396,0.4225,2005-12-19
0.22,0.3275,0.34375,0.3388,0.3256,0.35486,0.93306,0.815,0.99125,1.05125,0.89625,1.3333,1.4525,1.42,0.40874999999999995,2005-12-26
0.2125,0.18875,0.175,0.205,0.19111999999999998,0.3874,0.87094,0.5525,0.8075,0.8513,1.0188,1.295,1.3067,1.265,0.33325,2004-01-01
0.225,0.1875,0.175,0.2,0.1835,0.3874,0.87094,0.5525,0.8075,0.8425,1.0188,1.275,1.3017,1.235,0.33325,2004-01-05
0.225,0.1875,0.17125,0.19875,0.1852,0.37306,0.8656200000000001,0.545,0.805,0.842,0.9525,1.3925,1.303,1.251,0.33325,2004-01-12
0.225,0.1825,0.17,0.19875,0.1846,0.37306,0.8656200000000001,0.54,0.8025,0.835,0.98125,1.3967,1.305,1.255,0.33325,2004-01-19
0.225,0.17625,0.16625,0.19625,0.1804,0.37306,0.8656200000000001,0.5275,0.8025,0.8325,0.9813,1.4125,1.3013,1.255,0.33325,2004-01-26
0.225,0.17375,0.165,0.195,0.1726,0.37306,0.8656200000000001,0.5075,0.8025,0.8325,0.9813,1.52,1.3145,1.255,0.33325,2004-02-02
0.225,0.1725,0.165,0.1875,0.1709,0.32958000000000004,0.8894399999999999,0.4925,0.8025,0.8325,0.9813,1.5958,1.335,1.289,0.33325000000000005,2004-02-09
0.225,0.1675,0.1625,0.185,0.1685,0.29257999999999995,0.8894399999999999,0.48,0.8025,0.8325,0.9813,1.6608,1.3545,1.317,0.4600000000000001,2004-02-16
0.225,0.1675,0.16,0.1825,0.1695,0.29042,0.9165000000000001,0.47,0.8025,0.8325,0.9813,1.81,1.4275,1.3913,0.45999999999999996,2004-02-23
0.225,0.17,0.16,0.1825,0.1646,0.29042,0.9446,0.455,0.8025,0.8325,0.9813,1.8183,1.4725,1.4435,0.4600000000000001,2004-03-01
0.225,0.175,0.1625,0.1838,0.1647,0.29042,0.96228,0.4425,0.8025,0.8325,0.9813,2.0008,1.512,1.487,0.4600000000000001,2004-03-08
0.225,0.185,0.16625,0.19,0.1681,0.29812000000000005,0.96966,0.4475,0.805,0.8325,0.97,2.1217,1.6485,1.6365,0.45999999999999996,2004-03-15
0.225,0.21,0.1775,0.2125,0.173,0.353,1.0378,0.4575,0.805,0.8325,0.99,2.2108,1.9525,1.9305,0.4600000000000001,2004-03-22
0.225,0.25,0.20375,0.25375,0.1886,0.35700000000000004,1.04306,0.4725,0.8075,0.835,1.005,2.2333,2.0235,1.9995,0.4575,2004-03-29
0.2375,0.27,0.2125,0.2775,0.2029,0.3517,1.02438,0.4925,0.815,0.845,1.005,2.073,2.076,2.0465,0.45549999999999996,2004-04-05
0.2375,0.285,0.22,0.3025,0.2388,0.3674,1.05,0.5175,0.8175,0.845,1.0775,2.1363,2.1219,2.0938,0.325,2004-04-12
0.2375,0.295,0.2275,0.31,0.2549,0.3839,1.04478,0.5425,0.82,0.85375,1.0775,2.3425,2.18,2.14,0.325,2004-04-19
0.2375,0.305,0.24,0.315,0.2667,0.36740000000000006,1.0500000000000003,0.5675,0.82,0.8538,1.0775,2.3067,2.2,2.1605,0.325,2004-04-26
0.2375,0.31,0.255,0.3225,0.282,0.34639999999999993,1.06472,0.5975,0.825,0.86375,1.17375,2.1317,2.189,2.1475,0.335,2004-05-03
0.2375,0.31,0.2625,0.3275,0.2978,0.36740000000000006,1.05,0.6275,0.85,0.87125,1.17375,2.1517,2.15,2.072,0.34400000000000003,2004-05-10
0.2375,0.31,0.265,0.3275,0.296,0.34639999999999993,1.06472,0.6375,0.855,0.89,1.1738,2.0875,2.06,1.911,0.34400000000000003,2004-05-17
0.2375,0.31,0.27,0.3275,0.299,0.36479999999999996,1.02798,0.6425,0.855,0.89,1.1738,2.06,1.96,1.786,0.34400000000000003,2004-05-24
0.2375,0.31,0.275,0.3275,0.3066,0.33270000000000005,1.08908,0.645,0.845,0.89,1.1738,1.845,1.8,1.77,0.34400000000000003,2004-05-31
0.2375,0.305,0.275,0.3275,0.3003,0.33270000000000005,1.08908,0.655,0.85,0.90375,1.1738,1.85,1.8,1.77,0.34400000000000003,2004-06-07
0.2375,0.3,0.2725,0.32125,0.296,0.33470000000000005,1.0714199999999998,0.655,0.85,0.9038,1.1738,1.935,1.8,1.77,0.34400000000000003,2004-06-14
0.2375,0.285,0.26375,0.315,0.2936,0.3483,1.0094800000000002,0.655,0.85,0.895,1.1738,2.0533,1.8,1.77,0.34400000000000003,2004-06-21
0.2375,0.28,0.255,0.3075,0.2925,0.33558000000000004,1.05092,0.655,0.85,0.895,1.1738,1.8925,1.652,1.627,0.344,2004-06-28
0.2375,0.27,0.245,0.30125,0.2758,0.35662000000000005,1.0014800000000001,0.655,0.85,0.895,1.1738,1.8825,1.422,1.406,0.35200000000000004,2004-07-05
0.2325,0.26375,0.2375,0.29375,0.2695,0.35662000000000005,0.9911800000000002,0.655,0.84625,0.89,1.1525,1.8613,1.3625,1.3638,0.352,2004-07-12
0.23,0.25625,0.2325,0.28625,0.2624,0.32876000000000005,0.9812799999999999,0.655,0.8463,0.885,1.1525,1.7408,1.436,1.403,0.35950000000000004,2004-07-19
0.225,0.245,0.2275,0.27375,0.2574,0.33126,0.95238,0.655,0.84125,0.885,1.1075,1.669,1.478,1.446,0.366,2004-07-26
0.225,0.2325,0.22,0.26625,0.2518,0.33126,0.9523800000000001,0.64,0.84125,0.88,1.115,1.7008,1.51,1.476,0.3715,2004-08-02
0.225,0.2225,0.22,0.25625,0.2335,0.33386,0.9740399999999999,0.625,0.8413,0.88,1.115,1.5208,1.547,1.51,0.3675,2004-08-09
0.225,0.22,0.2175,0.24625,0.2311,0.3431,0.9740399999999999,0.625,0.8413,0.86,1.115,1.5175,1.544,1.51,0.3675,2004-08-16
0.2125,0.215,0.215,0.24125,0.2244,0.3361,1.01048,0.625,0.8413,0.86,1.1,1.5425,1.6055,1.568,0.3675,2004-08-23
0.2125,0.215,0.2125,0.23875,0.2196,0.3361,0.9740400000000001,0.6225,0.8413,0.86,1.065,1.5425,1.602,1.588,0.3675,2004-08-30
0.205,0.215,0.21125,0.2388,0.2154,0.32392000000000004,0.9798,0.6125,0.84,0.835,1.04,1.6933,1.572,1.548,0.36350000000000005,2004-09-06
0.205,0.215,0.215,0.2388,0.2155,0.29481999999999997,0.97484,0.6125,0.845,0.825,0.98,1.7475,1.5675,1.5319,0.3635,2004-09-13
0.2,0.215,0.21875,0.2388,0.2155,0.29042,0.9748400000000002,0.61,0.845,0.825,0.98,1.7792,1.5675,1.5145,0.3635,2004-09-20
0.2,0.215,0.2225,0.2388,0.2161,0.29042,0.9748400000000002,0.61,0.84,0.825,0.98,1.78,1.5675,1.5095,0.3635,2004-09-27
0.195,0.22,0.2225,0.2388,0.2174,0.29042,0.9748400000000002,0.61,0.84,0.83,0.955,1.7883,1.5755,1.4875,0.3635,2004-10-04
0.19,0.225,0.225,0.2425,0.2192,0.29978,0.9306599999999999,0.61,0.8375,0.83,0.955,1.6883,1.4815,1.4255,0.351,2004-10-11
0.19,0.2275,0.2275,0.245,0.2201,0.29978,0.95238,0.61,0.8375,0.83,0.955,1.6842,1.4545,1.4005,0.34500000000000003,2004-10-18
0.185,0.23,0.23125,0.24625,0.228,0.33386,0.9740399999999999,0.61,0.8375,0.835,0.955,1.63,1.5475,1.515,0.3375,2004-10-25
0.185,0.2325,0.235,0.2475,0.2269,0.33386,0.9740399999999999,0.61,0.8375,0.855,0.955,1.5467,1.571,1.5395,0.331,2004-11-01
0.185,0.235,0.2375,0.24875,0.2291,0.33386,0.9740399999999999,0.61,0.8375,0.86,0.955,1.5992,1.57,1.54,0.331,2004-11-08
0.185,0.2425,0.24125,0.25125,0.2315,0.29692,0.96966,0.61,0.845,0.875,0.955,1.98,1.633,1.603,0.331,2004-11-15
0.185,0.2425,0.245,0.255,0.2358,0.30999999999999994,0.9841799999999999,0.6175,0.845,0.875,0.9275,2.0725,1.7645,1.7025,0.333,2004-11-22
0.185,0.2425,0.25625,0.255,0.24574000000000001,0.30999999999999994,0.9833400000000001,0.6175,0.845,0.875,0.9275,2.04,1.8083,1.76,0.333,2004-11-29
0.185,0.2425,0.24875,0.25625,0.2397,0.3581,1.02798,0.6175,0.87,0.88,0.9275,2.0517,1.8845,1.7945,0.333,2004-12-06
0.185,0.2425,0.2525,0.25625,0.2408,0.29692,1.0340600000000002,0.6225,0.875,0.875,0.9275,1.8667,1.723,1.6375,0.333,2004-12-13
0.185,0.2425,0.255,0.2563,0.2442,0.34686,0.9063399999999999,0.6425,0.8775,0.875,0.9175,1.55,1.4365,1.395,0.33399999999999996,2004-12-20
0.185,0.2425,0.255,0.2563,0.243,0.34746,0.9426,0.6525,0.88,0.875,0.915,1.535,1.4838,1.4088,0.335,2004-12-27
0.165,0.1725,0.2125,0.18375,0.1826,0.3874000000000001,0.8709399999999998,0.5125,0.86,0.92875,0.825,1.14,1.1492,1.1175,0.33927,2003-01-01
0.1675,0.1725,0.205,0.18625,0.1744,0.3874000000000001,0.87094,0.5125,0.8875,0.96125,0.7725,1.1325,1.1158,1.11,0.33276999999999995,2003-01-06
0.1675,0.1575,0.1825,0.18375,0.1759,0.3874000000000001,0.8709399999999998,0.5125,0.82,0.9325,0.74625,1.1025,1.123,1.106,0.33377,2003-01-13
0.1675,0.1575,0.1825,0.17625,0.1809,0.3874000000000001,0.8709399999999998,0.5125,0.81,0.85,0.6825,1.0742,1.1575,1.112,0.33325000000000005,2003-01-20
0.1675,0.1575,0.17125,0.1725,0.1705,0.3874000000000001,0.8709399999999998,0.5125,0.81,0.84,0.7175,1.07,1.1713,1.08,0.33325000000000005,2003-01-27
0.1675,0.1575,0.16625,0.16875,0.1652,0.3874000000000001,0.8709399999999998,0.5125,0.84875,0.83875,0.7175,1.0625,1.168,1.064,0.33325,2003-02-03
0.17,0.1575,0.16375,0.16875,0.1649,0.3874000000000001,0.8709399999999998,0.5125,0.8075,0.835,0.705,1.0458,1.1585,1.0515,0.33325,2003-02-10
0.17,0.1575,0.16,0.1688,0.1646,0.3874000000000001,0.8709399999999998,0.5125,0.8075,0.8225,0.705,1.0633,1.138,1.048,0.33325,2003-02-17
0.17,0.1575,0.15625,0.1688,0.1635,0.3874000000000001,0.87094,0.5125,0.8075,0.8225,0.7075,1.015,1.0563,1.0413,0.33325,2003-02-24
0.17,0.1575,0.15375,0.1688,0.1614,0.3874000000000001,0.87094,0.5125,0.805,0.8225,0.6938,1.0292,1.008,1.031,0.33325,2003-03-03
0.17,0.1575,0.1525,0.1688,0.1629,0.3874000000000001,0.87094,0.5125,0.80375,0.83125,0.7,1.0875,1.08,1.026,0.33325,2003-03-10
0.17,0.1575,0.1525,0.1688,0.1619,0.3874000000000001,0.87094,0.5125,0.8038,0.8313,0.7,1.0925,1.08,1.058,0.33325,2003-03-17
0.17,0.1575,0.1525,0.1688,0.1566,0.3874000000000001,0.87094,0.5075,0.8038,0.83,0.7,1.0958,1.081,1.053,0.33325,2003-03-24
0.17,0.1575,0.1525,0.1688,0.1601,0.3874000000000001,0.87094,0.50375,0.8038,0.83,0.685,1.0908,1.084,1.05,0.33325,2003-03-31
0.1725,0.1575,0.1525,0.1688,0.1575,0.3874000000000001,0.87094,0.5,0.8025,0.825,0.685,1.0892,1.114,1.07,0.33325,2003-04-07
0.1775,0.1575,0.1475,0.1688,0.1579,0.3874000000000001,0.87094,0.495,0.8025,0.825,0.69,1.0917,1.12,1.09,0.33599999999999997,2003-04-14
0.1775,0.155,0.14,0.165,0.16,0.3874000000000001,0.87094,0.49,0.8025,0.825,0.69,1.0963,1.12,1.09,0.34249999999999997,2003-04-21
0.1775,0.15,0.1375,0.16375,0.1581,0.3874000000000001,0.87094,0.4775,0.8025,0.825,0.69,1.0925,1.121,1.092,0.3465,2003-04-28
0.1775,0.15,0.1375,0.15875,0.1574,0.38739999999999997,0.8709399999999998,0.4775,0.80125,0.8225,0.69,1.0842,1.1445,1.117,0.3465,2003-05-05
0.1775,0.14375,0.13625,0.1588,0.1477,0.38739999999999997,0.87094,0.46375,0.8013,0.8225,0.69,1.0892,1.1575,1.14,0.3655,2003-05-12
0.1775,0.1425,0.135,0.1575,0.1463,0.3874000000000001,0.8709399999999998,0.4575,0.8013,0.8225,0.69,1.0875,1.137,1.1185,0.3575,2003-05-19
0.18,0.14,0.135,0.1575,0.1434,0.38739999999999997,0.8709399999999998,0.4475,0.8013,0.8225,0.685,1.0942,1.1335,1.095,0.3575,2003-05-26
0.18,0.1375,0.135,0.1575,0.1423,0.3874000000000001,0.87094,0.42875,0.8013,0.8225,0.68,1.1013,1.1325,1.1025,0.3575,2003-06-02
0.18,0.135,0.135,0.15625,0.1416,0.3874000000000001,0.8709399999999998,0.415,0.8013,0.82,0.68,1.0983,1.1435,1.1135,0.3575,2003-06-09
0.18,0.1375,0.1375,0.1525,0.138,0.3874000000000001,0.8709399999999998,0.405,0.8013,0.82,0.68,1.0983,1.1435,1.1135,0.3575,2003-06-16
0.18,0.1425,0.13875,0.15375,0.1363,0.3874000000000001,0.8709399999999998,0.3975,0.8013,0.82,0.68,1.12,1.1895,1.161,0.3575,2003-06-23
0.18,0.145,0.14,0.15625,0.1395,0.3874000000000001,0.8709399999999998,0.395,0.8013,0.82,0.695,1.1258,1.2415,1.216,0.37675000000000003,2003-06-30
0.19,0.1475,0.1425,0.15875,0.1423,0.3875,0.8991,0.395,0.8013,0.82,0.7762499999999999,1.1338,1.4206,1.3894,0.34400000000000003,2003-07-07
0.19,0.15,0.14625,0.1588,0.1442,0.3766,0.95196,0.4025,0.80125,0.82,0.735,1.1667,1.512,1.476,0.4600000000000001,2003-07-14
0.19,0.1525,0.15,0.1625,0.1463,0.3766,0.95196,0.4125,0.8013,0.825,0.775,1.2142,1.5005,1.434,0.45999999999999996,2003-07-21
0.19,0.1575,0.155,0.1625,0.1457,0.36056,0.97464,0.42,0.8013,0.8375,0.8,1.2217,1.506,1.468,0.4600000000000001,2003-07-28
0.1925,0.16,0.1625,0.16875,0.1507,0.35530000000000006,0.9872,0.43,0.8025,0.8425,0.825,1.22,1.5825,1.54,0.4600000000000001,2003-08-04
0.1925,0.1625,0.16625,0.1725,0.1542,0.35530000000000006,0.9872,0.435,0.81,0.8425,0.85,1.2117,1.6,1.58,0.45999999999999996,2003-08-11
0.195,0.1675,0.17,0.1725,0.1586,0.35530000000000006,0.9872,0.4425,0.8075,0.8425,0.8625,1.17,1.6,1.578,0.4600000000000001,2003-08-18
0.195,0.17,0.175,0.17375,0.1609,0.35530000000000006,0.96616,0.4525,0.8075,0.8425,0.8775,1.1467,1.6,1.5675,0.45999999999999996,2003-08-25
0.1975,0.1725,0.1775,0.1825,0.1653,0.36360000000000003,0.9433800000000001,0.46,0.8075,0.8425,0.8775,1.1367,1.6,1.5675,0.4600000000000001,2003-09-01
0.19875,0.175,0.17875,0.185,0.1673,0.36360000000000003,0.94338,0.465,0.8075,0.85125,0.875,1.1363,1.6,1.5675,0.4600000000000001,2003-09-08
0.2,0.18,0.1825,0.1875,0.1705,0.35530000000000006,0.96616,0.475,0.8075,0.8513,0.875,1.165,1.6,1.5575,0.4600000000000001,2003-09-15
0.2,0.185,0.1825,0.1925,0.1727,0.35530000000000006,0.9872,0.4825,0.8075,0.85125,0.875,1.19,1.6,1.5675,0.45999999999999996,2003-09-22
0.2,0.19,0.1875,0.2,0.1782,0.35530000000000006,0.96616,0.495,0.8075,0.8513,0.875,1.1825,1.6,1.565,0.4600000000000001,2003-09-29
0.2125,0.1925,0.18875,0.2025,0.1798,0.35530000000000006,0.96616,0.5075,0.8075,0.8513,0.875,1.1792,1.6,1.557,0.4600000000000001,2003-10-06
0.2125,0.1925,0.19125,0.205,0.1864,0.35530000000000006,0.96616,0.5175,0.8075,0.8513,0.875,1.1833,1.6,1.543,0.45999999999999996,2003-10-13
0.2125,0.195,0.19375,0.20625,0.1891,0.35530000000000006,0.96616,0.5225,0.8075,0.8513,0.875,1.1825,1.6,1.559,0.4600000000000001,2003-10-20
0.2125,0.1927,0.195,0.20875,0.1891,0.35530000000000006,0.96616,0.5225,0.8075,0.8513,0.875,1.1867,1.6,1.55,0.45999999999999996,2003-10-27
0.2125,0.1975,0.195,0.21125,0.1928,0.36056,0.9254999999999999,0.5325,0.8075,0.85125,0.875,1.1908,1.543,1.4835,0.4600000000000001,2003-11-03
0.2125,0.1975,0.195,0.2113,0.1948,0.381,0.8988000000000002,0.5425,0.8075,0.8513,0.935,1.1908,1.445,1.392,0.33325000000000005,2003-11-10
0.2125,0.2,0.195,0.2113,0.1956,0.3874,0.87094,0.5475,0.8075,0.8513,0.9775,1.2142,1.3945,1.324,0.33325,2003-11-17
0.2125,0.2,0.195,0.21375,0.1937,0.3874,0.87094,0.5575,0.8075,0.85125,0.9775,1.2008,1.36,1.2395,0.33325,2003-11-24
0.2125,0.2025,0.19375,0.2138,0.19306,0.3874,0.87094,0.5625,0.8075,0.8513,0.9775,1.2225,1.36,1.1767,0.33325,2003-12-01
0.2125,0.2025,0.19,0.21625,0.1947,0.3874,0.87094,0.5725,0.8075,0.8513,1.01875,1.2458,1.36,1.257,0.34524999999999995,2003-12-08
0.2125,0.1975,0.185,0.2163,0.1978,0.3874,0.87094,0.5575,0.8075,0.8513,1.0188,1.27,1.356,1.27,0.33325,2003-12-15
0.2125,0.1925,0.18,0.2075,0.195,0.37176,0.8746600000000001,0.5525,0.8075,0.8513,1.0188,1.3908,1.34,1.274,0.33325,2003-12-22
0.2175,0.2975,0.2575,0.2975,0.292,0.35996,0.91424,0.685,0.91875,0.9575,1.34,1.2717,1.26,1.2353999999999998,0.4225,2002-01-01
0.2225,0.2975,0.25125,0.2975,0.282,0.36126,0.9052,0.6775,0.9125,0.96,1.06775,1.35,1.2467,1.255,0.4225,2002-01-07
0.2225,0.2875,0.245,0.29125,0.279,0.37936000000000003,0.9141600000000001,0.67125,0.9125,0.95,1.0790000000000002,1.3617,1.318,1.295,0.4225,2002-01-14
0.2225,0.2725,0.235,0.28625,0.282,0.37936000000000003,0.9141600000000001,0.6675,0.9125,0.95,1.079,1.3667,1.3645,1.3235,0.4225,2002-01-21
0.2225,0.25,0.23,0.27125,0.276,0.35996,0.91424,0.65875,0.9125,0.95,1.0625,1.3175,1.3888,1.35,0.4225,2002-01-28
0.2225,0.2425,0.23,0.25125,0.2625,0.3874,0.87094,0.6575,0.91125,0.95,1.06,1.236,1.267,1.3083,0.4225,2002-02-04
0.2225,0.23,0.2275,0.24375,0.2498,0.38739999999999997,0.87094,0.6575,0.91125,0.945,1.0030000000000001,1.2167,1.2235,1.19,0.4225,2002-02-11
0.2225,0.215,0.225,0.2275,0.2369,0.3874000000000001,0.87094,0.6575,0.91125,0.945,0.952,1.2508,1.214,1.1875,0.4,2002-02-18
0.2225,0.205,0.22,0.21,0.2305,0.3874000000000001,0.87094,0.64625,0.91125,0.945,0.9435,1.2413,1.2031,1.1819,0.4,2002-02-25
0.2225,0.2025,0.2125,0.205,0.2194,0.3874000000000001,0.8709399999999998,0.63875,0.9075,0.93,0.88576,1.2517,1.18,1.15,0.4,2002-03-04
0.2225,0.2025,0.21375,0.20375,0.2117,0.3874000000000001,0.8709399999999998,0.61875,0.9075,0.93,0.8537600000000001,1.2625,1.201,1.168,0.4,2002-03-11
0.2225,0.2125,0.21375,0.20375,0.2064,0.3874000000000001,0.87094,0.61875,0.9075,0.93,0.9435,1.2458,1.21,1.18,0.4,2002-03-18
0.2225,0.2125,0.21125,0.19625,0.2079,0.3874000000000001,0.87094,0.615,0.9025,0.925,0.8537600000000001,1.2375,1.216,1.182,0.4,2002-03-25
0.2225,0.195,0.2075,0.1975,0.2027,0.3874000000000001,0.87094,0.6075,0.905,0.9125,0.87926,1.23,1.2338,1.2044,0.3975,2002-04-01
0.2125,0.19125,0.20375,0.19625,0.2011,0.3874000000000001,0.87094,0.59875,0.9025,0.91,0.87926,1.225,1.239,1.207,0.3975,2002-04-08
0.205,0.1875,0.2025,0.19375,0.1991,0.3874000000000001,0.87094,0.5887,0.9025,0.875,0.8455,1.1617,1.245,1.213,0.3975,2002-04-15
0.2,0.1825,0.19125,0.19,0.1962,0.3874000000000001,0.8709399999999998,0.57,0.9025,0.875,0.835,1.1567,1.2525,1.2275,0.3975,2002-04-22
0.195,0.18,0.185,0.185,0.1957,0.3874000000000001,0.8709399999999998,0.5525,0.9025,0.875,0.85,1.155,1.2465,1.2255,0.3975,2002-04-29
0.195,0.18,0.185,0.1825,0.187,0.3874000000000001,0.8709399999999998,0.5525,0.8975,0.875,0.85,1.155,1.2465,1.2255,0.3975,2002-05-06
0.185,0.1725,0.1725,0.1825,0.181,0.3874000000000001,0.8709399999999998,0.5325,0.8975,0.89,0.85,1.0383,1.2085,1.1795,0.3975,2002-05-13
0.18,0.165,0.1675,0.1712,0.184,0.3874000000000001,0.8709399999999998,0.5175,0.8975,0.895,0.85,1.0992,1.191,1.1535,0.3975,2002-05-20
0.18,0.1625,0.1675,0.1675,0.1714,0.3874000000000001,0.8709399999999998,0.5025,0.895,0.895,0.85,1.04,1.2,1.168,0.37375,2002-05-27
